ETKINLIK_ADI,ICERIK_ACIKLAMA
Atwiser Yaşama Dair - Aile,Anne baba olmak oldukça zordur. Belki de en zor tarafı bir şeyin nasıl yapılacağını bildiğiniz halde yanlış yapılmasına göz yumaktır. Bu konularda destek olacak tecrübeleri ve anne baba olma yolculuğundan keyif almak için gereken ipuçlarını videomuzda bulabilirsiniz. 
Atwiser Yaşama Dair - Aile,"Anne babaların çocuğu, onun ayrı bir birey olduğunu kabullenmesinin önemi ve bu konuda dikkat edilmesi gerekenleri videomuzda bulabilirsiniz. "
Atwiser Yaşama Dair - Aile,Çocuğun gelişimini bizim dışımızda sosyal ortamlardaki birçok faktör etkiler. Çocuğun kişilik gelişimi ve duygu yönetimi için bütün bu halkalardan gerekenleri alarak kendi yaşam zenginliğini oluşturacağını unutmayalım. Videomuz dikkat etmemiz gereken noktaları açıklıyor. 
Atwiser Yaşama Dair - Aile,Çocukların özellikle ilk yaşlarında temel ihtiyaçlarının karşılanması çok önemlidir. Videomuz bu temel ihtiyaçlar karşılanırken anne babanın dikkat etmesi gereken noktaları açıklıyor. 
Atwiser Yaşama Dair - Aile,"Videomuz; çocuklara hitapta dikkat edilmesi gereken noktalar, yanlış hitaplar ve iletişimde kullanılması gereken dil hakkında bilgiler içeriyor. "
Atwiser Yaşama Dair - Aile,"Özsaygıyı bu kadar önemli kılan nedir? ve 'Çocuklara özsaygıyı nasıl kazandırabiliriz? sorularının cevaplarını, ipuçlarını ve bu konuda doğru bildiğimiz yanlışları videomuzda bulabilirsiniz. "
Atwiser Yaşama Dair - Aile,"Çocuk geliştirmede değerler çok önemlidir. Videomuz; değer nedir, çocuklarımıza değerleri nasıl kazandırabiliriz ve değerleri kazandırmada kritik yaş aralığı hakkında bilgi ve önerileri içeriyor.  "
Atwiser Yaşama Dair - Aile,"Sıkça karıştırılan ve belki tam olarak bilinmeyen kavramlar olan 'özgüven' ve 'özsaygı' ile ilgili net bilgileri, bu kavranların çocuk gelişimi ve ilerleyen yaşlardaki hayatı üzerindeki etkilerini bu videomuzda izleyebilirsiniz."
Atwiser Yaşama Dair - Aile,"Videomuz; Rosenthal etkisini ve 'İnsanlardan beklenen neyse, onlar onu gerçekleştirmek için bir gayret içinde olur.' bakış açısıyla çocuklarımızı yetiştirmede dikkat etmeniz gerekenleri açıklıyor.  "
Atwiser Yaşama Dair - Aile,Sorumluluk duygusunun anlamını ve çağımızda çocukların sorumluluk duygusunun gelişimi için yapılması gerekenler hakkında çok önemli görüş ve önerileri videomuzda bulabilirsiniz. 
Atwiser Yaşama Dair - Aile,"Çocuk eğitiminde disiplinin ölçüsü ve sınırları nedir? Dış dünya ile barışık, üretken, kendini doğru ifade eden çocuklar yetiştirebilmek için başvurulan disiplin nasıl olmalı ve uygulanmalıdır. Videomuzdan izleyebilirsiniz. "
Atwiser Yaşama Dair - Aile,Nasıl iyi ebeveyn olunur sorusu belki de dünyadaki en zor sorulardan biridir. Bunun için çocuğa verilmesi gereken temel mesajları videomuzda bulabilirsiniz.  
Atwiser Yaşama Dair - Sağlıklı Yaşam,"Sağlıklı kilo vermek ile ilgili pratik bilgiler bu videomuzda, mutlaka izleyin…"
Atwiser Yaşama Dair - Sağlıklı Yaşam,Kilo verirken uygulayacağımız öğün sayısı hakkında çok çeşitli yaklaşımlar var. Sağlıklı kilo vermek için beslenme alışkanlığı ve öğün sayısı tavsiyelerini bu videomuzda bulabilirsiniz.
Atwiser Yaşama Dair - Sağlıklı Yaşam,Yanlış diyetlerin ve diyetlerdeki yanlış uygulamaların insan sağlığı üzerindeki olumsuz etkilerini anlatan bu çok önemli videomuzu diyet programınız öncesinde mutlaka izlemenizi tavsiye ederiz.
Atwiser Yaşama Dair - Sağlıklı Yaşam,"Dr. Ayça Kaya diyor ki kilo vermek kadar sağlıklı kilo vermek ve verdiğimiz kiloları koruyabilmek de önemli, detaylar videomuzda…"
Atwiser Yaşama Dair - Sağlıklı Yaşam,"Kilo vermede en önemli etkenlerden birisi porsiyon algısı, bu konuda nelere dikkat etmemiz gerektiğini Dr. Ayça Kaya' dan izleyin…"
Atwiser Yaşama Dair - Sağlıklı Yaşam,"Juice kürleri nelerdir, en sağlıklı şekilde nasıl uygulanır, kim hangi juice kürlerini uygulamalıdır merak ediyorsanız tüm bilgiler videomuzda…"
Atwiser Yaşama Dair - Sağlıklı Yaşam,"Juice için kullanılabilecek makine çeşitleri, hangi tarifler için veya sizin için hangi makinaların uygun olacağı konusunda ihtiyaç duyacağınız tüm bilgiler bu videomuzda, iyi seyirler."
Atwiser Yaşama Dair - Sağlıklı Yaşam,"Sağlıklı yaşamı desteklemek için dönemsel olarak uygulanabilecek Juice Orucu, bu yöntemde dikkat edilmesi gereken noktalar hakkında bu videomuzdan bilgi alabilirsiniz."
Atwiser Yaşama Dair - Sağlıklı Yaşam,Birbirinden güzel Juice tariflerini öğrenmeye hazırsanız hiç vakit geçirmeden videomuzu izleyebilirsiniz…
Atwiser Yaşama Dair - Sağlıklı Yaşam,Juicing konusundaki en temel bilgiler bu videomuzda sizleri bekliyor…
Atwiser Yaşama Dair - Seyahat,"Çok özel bir seyahat hikayesidir tren yolculukları, dünyanın en güzel tren yolu rotalarını Türkiye' nin en büyük gezginlerinden 136 ülke ve 785 şehir görmüş Av. Suat Şimşek sizin için anlatıyor."
Atwiser Yaşama Dair - Seyahat,Çocuklarla yurtdışı seyahatin zor olduğunu mu düşünüyorsunuz? Doğru bilgi ile bu fikir çok keyifli hale gelebilir. Türkiye' nin en büyük gezginlerinden 136 ülke ve 785 şehir görmüş Av. Suat Şimşek' ten çocuklarla seyahat önerilerinin ilk bölümü bu videomuzda.
Atwiser Yaşama Dair - Seyahat,Çocuklarla yurtdışı seyahatin zor olduğunu mu düşünüyorsunuz? Doğru bilgi ile bu fikir çok keyifli hale gelebilir. Türkiye' nin en büyük gezginlerinden 136 ülke ve 785 şehir görmüş Av. Suat Şimşek' ten çocuklarla seyahat önerilerinin 2.bölümü bu videomuzda.
Atwiser Yaşama Dair - Seyahat,"Yurtdışı seyahatlerin kişiye kattığı değerler, ilk yurtdışı seyahat için mekan önerileri ve pratik bilgileri içeren videomuzu yurtdışına çıkmadan mutlaka izleyin."
Atwiser Yaşama Dair - Seyahat,Yurtdışı seyahatlerde seçilecek bölgeler ve yapılması gereken ön hazırlıklar ve yanınıza almanız gerekenlere ilişkin bilgilere bu videomuzdan ulaşabilirsiniz.
Atwiser Yaşama Dair - Seyahat,Yurtdışı seyahatlerde vize işlemleri ve güvenlik önlemlerinde dikkat edilecek konulara bu videomuzdan ulaşabilirsiniz.
Atwiser Yaşama Dair - Seyahat,"Yurtdışı seyahatlerle ilgili uçuş tavsiyeleri ve seyahat için faydalı bilgiler bu videomuzda, yola çıkmadan mutlaka izleyin…"
Atwiser Yaşama Dair - Seyahat,Masalsı bir yolculuğa hazır mısınız? Türkiye' nin en büyük gezginlerinden 136 ülke ve 785 şehir görmüş Av. Suat Şimşek sizi masal diyarlarına götürecek seyahat rotalarını anlatıyor.
Atwiser Yaşama Dair - Seyahat,Türkiye' nin en büyük gezginlerinden 136 ülke ve 785 şehir görmüş Av. Suat Şimşek' ten Ölmeden Önce Gidilmesi Gereken 5 yer ile ilgili önerilerin ilk bölümü bu videomuzda.
Atwiser Yaşama Dair - Seyahat,Türkiye' nin en büyük gezginlerinden 136 ülke ve 785 şehir görmüş Av. Suat Şimşek' ten Ölmeden Önce Gidilmesi Gereken 5 yer ile ilgili önerilerin 2. Bölümü bu videomuzda.
Azim ve Direnç ile Hedeflere Ulaşmak,"Hedeflere ulaşmak azim, direnç ve uyum gerektirir. Dirençli olmak ve yere düşseniz de yeniden ayağa kalkabilmek, her geçen gün daha rekabetçi bir hal alan iş dünyasında yolunuzu kaybetmemenizi ve yükselişi sürdürmenizi sağlar.  Bu eğitimimizde, gerçekçi hedefler belirlemeyi ve onlara ulaşmak için uğraşırken karşınıza çıkacak güçlükleri tanımayı öğreneceksiniz. Ek olarak adapte olmaya yatkın bir zihniyetin özelliklerini keşfedecek, çabalarınızı boşa çıkarma riskini beraberinde getiren hem günlük, hem de beklenmedik engeller karşısında kişisel direncinizi nasıl yaratıp geliştirebileceğinizi öğreneceksiniz."
Azim ve Direnç ile Öne Geçmek,"Günümüzde iş dünyası karmaşık bir yapıyla ilerliyor. İşleri tamamlarken, bir taraftan da hedeflere odaklı kalabilmek hem azim, hem de sebat gerektiriyor. Sizi işlerinizden uzaklaştırabilen, ilginizi dağıtan konular ile aşırı bilgi yüklenmesi, beklenen hız ve bunların beraberinde getirdiği stres karşısında odaklanmak için adapte olabilen bir zihniyet gerekiyor."
Ağ Güvenlik Tehditleri ve Tehditlerin Etkileri,"Organizasyonlar, gün geçtikçe sıkça meydana gelen çok yönlü ağ saldırılarına maruz kalmaktadır. IT güvenliğindeki önemli gelişmelere rağmen, hackerlar ve saldırganlar bazı bigisayar ağlarındaki zafiyetlerden yararlanabilmekte ve büyük veri hırsızlıkları meydana gelmektedir.  Bu eğitimde, hackerların önemli müşteri ya da işletme verilerine erişimlerini durdurmak için gerekli olan savunmanın önemini öğreneceksiniz. Ayrıca, organizasyonunuza yönelik bilgisayar ağ güvenlik tehditlerinin farklı türlerini, bunların nasıl önlenebileceğini ve bilgisayar güvenlik sisteminize sızma olması durumunda bunu nasıl tespit edeceğinizi keşfedeceksiniz."
BES Paketi,"  <p class='MsoNormal' style='line-height:18px'><span style='font-family:Arial'>Bu eğitimde öncelikle Bireysel Emeklilik Sistemi Yeterlilik Sınavı’na girecek adayların Bireysel Emeklilik Sistemi kapsamında yer alan vergi mevzuatıyla ilgili konularda geliştirilmesi   hedeflenmiştir. <br>  <br>  </span>Konuların daha iyi anlaşılabilmesi için temel kavramlara yer verilmiş, özellikle gelir vergisi, menkul sermaye iradı, veraset ve intikal vergisi konuları detaylı bir şekilde tartışılmıştır.</p>  <p class='MsoNormal' style='line-height:18px'><span style='line-height:22px; font-family:Verdana,sans-serif; font-size:11pt'></span></p>  <p class='MsoNormal' style='line-height:18px'><span style='font-family:Arial'><span style='line-height:22px; font-size:11pt'><span style='font-size:small'></span></span></span></p>  "
BES Paketi,"Bu eğitim, Bireysel Emeklilik Sistemi’ni oluşturan yasal mevzuatın anlaşılmasını kolaylaştırmak amacıyla hazırlanmıştır. Eğitimde sunulan içerik, BES mevzuatının tamamını kapsamak yerine, daha çok ihtiyaç duyulacağı düşünülen bazı bölümlerinden oluşmaktadır."
BES Paketi, <span style='font-size: 12px;'>Bu eğitimde ekonomi ve makroekonomi temel kavramlar bazında anlatılmaktadır.</span>
BES Paketi," <span style='line-height: 18px;'><span style='font-family: Arial;'>Bu eğitim, bilgisayar ya da finansal hesap makinesine ihtiyaç duyulmaksızın, üssel fonksiyonlu basit bir hesap makinesiyle, finansal hesapların yapılması konusundaki gerekli bilgi ve becerileri kazandırmak amacıyla tasarlanmıştır. <br /></span></span><br style='line-height: 18px;' /><span style='line-height: 18px;'>Eğitim öncelikle paranın zaman değeri gibi temel finansal bilgilerle başlayarak, faiz konusu ve finansal ürünlerin getirilerinin hesaplanması sürecini tanıtacak ve bol örnek içeren bir süreçle tamamlanacaktır. </span>"
BES Paketi,"Bu eğitimde, sigortacılık gerekli detaylarıyla tanıtılmış ve katılımcının sigortacılığı genel olarak kavraması amaçlanmıştır.<p>Eğitimde; sigortacılığın tanımı, tarihsel gelişimi, temel öğeleri, genel şartları, operasyonel işlemleri, sigorta şirketlerinin değerlendirme göstergeleri ve sigorta sektöründe kalite kavramları açıklanmıştır.</p>"
BES Paketi," Bu eğitim, sosyal güvenliği ve özel emeklilik sistemlerini tanıtmak amacıyla hazırlanmıştır. Eğitimde sosyal güvenlik basamakları, kamu sosyal güvenlik sistemleri ve özel emeklilik sistemleri ile bazı ülkelerdeki sosyal güvenlik uygulamaları anlatılmaktadır."
BES Paketi," Bu eğitim; kişiler arası ilişkilerde başarılı olmak ve insan davranışlarını anlayabilmek için gerekli olan iletişim becerileri, tutumlar, algılama ve motivasyon konularında kişilere yardımcı olmak ve pazarlamanın temel prensiplerini göstermek amacıyla hazırlanmıştır."
BES Paketi," Eğitimde işletme kavramı, iş hayatında sıklıkla kullanılan terimler, üretim ve pazarlama gibi temel fonksiyonlar ve işletme türlerinin neler olduğu açıklanmaktadır."
BES Paketi," Bu eğitimde, para ve sermaye piyasaları hakkında genel bilgiler verilerek menkul kıymetler ve sermaye piyasası araçlarının tüm özellikleri ile aktarılması amaçlanmıştır."
BES Paketi," <span style='font-size: 12px;'>Özellikle gelişmekte olan ülkelerin piyasa yapılarındaki belirsizlikten kurtularak, yatırım yapmalarını kolaylaştıracak araçlardan ilki yatırım fonlarıdır. Yatırım fonlarına ek olarak çok uzun vadeli ve gelecekteki refaha yönelik diğer bir yatırım aracı ise emeklilik yatırım fonlarıdır.</span><br style='font-size: 12px;' /><br style='font-size: 12px;' /><span style='font-size: 12px;'>Bu eğitimde, günümüzün yatırım araçlarından yatırım ve emeklilik fonlarının tüm özellikleri ile anlatılması amaçlanmıştır.</span>"
BES Paketi,"2016 yılında yürürlüğe giren genelge ile bireysel emeklilik sisteminde kesintiler konusunda değişiklik yapıldı. Değişikliklerden bazıları 2021 yılından itibaren uygulanmaya başlanacak. Bu değişiklikler tüm sözleşmeleri kapsayacak şekilde uygulandı. Kesintiler için yeni üst sınırlar oluşturuldu: Her sözleşme için,  maktu tutar ve devlet katkısı ile ilişkilendirilen üst sınır kontrolü bunlar arasında yer aldı. 2021 yılından itibaren şartları sağlayan sözleşmeler için şirketçe yapılan fon toplam gider kesintilerinin hesaplara iade işlemi de yapılmaya başlanacak. Bu eğitim sistemdeki değişiklikleri örneklerle ve diyaloglarla katılımcılarına açıklamaktadır."
BES Paketi," <span style='font-size:12px'>Bu eğitim BES Sınavına girecek adaylar için hazırlanmıştır. Bu çözümlü soru bankasında sınav kapsamında yer alan temel konulara ilişkin sorular ve çözümleri yer almaktadır. Bu çözümlerle birlikte Mevzuat, Vergi, Finans ve Yatırım   Araçları Sigortacılık, Temel İşletme ve İktisat bilgilerinin tekrarı ve pratik yapılabilecektir.</span>  <p class='MsoNormal'>  "
BES Paketi," <span style='font-size: 12px;'> </span><span style='font-size: 12px;'>Bu eğitim BES Sınavına girecek adaylar için hazırlanmıştır. Bu çözümlü soru bankasında sınav kapsamında yer alan temel konulara ilişkin sorular ve çözümleri yer almaktadır. Bu çözümlerle birlikte Mevzuat, Vergi, Finans ve Yatırım Araçları Sigortacılık, Temel İşletme ve İktisat bilgilerinin tekrarı ve pratik yapılabilecektir.</span>"
BES Paketi,"  Bu eğitim BES Sınavına girecek adaylar için hazırlanmıştır. Bu çözümlü soru bankasında sınav kapsamında yer alan temel konulara ilişkin sorular ve çözümleri yer almaktadır. Bu çözümlerle birlikte Mevzuat, Vergi, Finans ve Yatırım Araçları Sigortacılık, Temel İşletme ve İktisat bilgilerinin tekrarı ve pratik yapılabilecektir."
BES Paketi,"  Bu eğitim BES Sınavına girecek adaylar için hazırlanmıştır. Bu çözümlü soru bankasında sınav kapsamında yer alan temel konulara ilişkin sorular ve çözümleri yer almaktadır. Bu çözümlerle birlikte Mevzuat, Vergi, Finans ve Yatırım Araçları Sigortacılık, Temel İşletme ve İktisat bilgilerinin tekrarı ve pratik yapılabilecektir."
BES Paketi,"  Bu eğitim BES Sınavına girecek adaylar için hazırlanmıştır. Bu çözümlü soru bankasında sınav kapsamında yer alan temel konulara ilişkin sorular ve çözümleri yer almaktadır. Bu çözümlerle birlikte Mevzuat, Vergi, Finans ve Yatırım Araçları Sigortacılık, Temel İşletme ve İktisat bilgilerinin tekrarı ve pratik yapılabilecektir."
BES Paketi,"  Bu eğitim BES Sınavına girecek adaylar için hazırlanmıştır. Bu çözümlü soru bankasında sınav kapsamında yer alan temel konulara ilişkin sorular ve çözümleri yer almaktadır. Bu çözümlerle birlikte Mevzuat, Vergi, Finans ve Yatırım Araçları Sigortacılık, Temel İşletme ve İktisat bilgilerinin tekrarı ve pratik yapılabilecektir."
BES Paketi," <span style='font-size: 12px;'> </span><span style='font-size: 12px;'>Bu eğitim BES Sınavına girecek adaylar için hazırlanmıştır. Bu çözümlü soru bankasında sınav kapsamında yer alan temel konulara ilişkin sorular ve çözümleri yer almaktadır. Bu çözümlerle birlikte Mevzuat, Vergi, Finans ve Yatırım Araçları Sigortacılık, Temel İşletme ve İktisat bilgilerinin tekrarı ve pratik yapılabilecektir.</span>"
BES Paketi," <span style='font-size: 12px;'> </span><span style='font-size: 12px;'>Bu eğitim BES Sınavına girecek adaylar için hazırlanmıştır. Bu çözümlü soru bankasında sınav kapsamında yer alan temel konulara ilişkin sorular ve çözümleri yer almaktadır. Bu çözümlerle birlikte Mevzuat, Vergi, Finans ve Yatırım Araçları Sigortacılık, Temel İşletme ve İktisat bilgilerinin tekrarı ve pratik yapılabilecektir.</span>"
